"","ID","Sex","Age","Participate","Q1_A_1_P","Q2_A_1_P","Q3_A_1_P","Q4_A_1_P","Q5_A_1_P","Q6_A_1_P","Q7_A_1_P","Q8_A_1_P","Q9_A_1_P","Q10_A_1_P","Q11_A_2_P","Q12_A_2_P","Q13_A_2_P","Q14_A_2_P","Q15_A_2_P","Q16_A_2_P","Q17_A_2_P","Q18_A_2_P","Q19_A_2_P","Q20_A_2_P","Q21_A_3_P","Q22_A_3_P","Q23_A_3_P","Q24_A_3_P","Q25_A_3_P","Q26_A_3_P","Q27_A_3_P","Q28_A_3_P","Q29_A_3_P","Q30_A_3_P","Q1_A_1_S","Q2_A_1_S","Q3_A_1_S","Q4_A_1_S","Q5_A_1_S","Q6_A_1_S","Q7_A_1_S","Q8_A_1_S","Q9_A_1_S","Q10_A_1_S","Q11_A_2_S","Q12_A_2_S","Q13_A_2_S","Q14_A_2_S","Q15_A_2_S","Q16_A_2_S","Q17_A_2_S","Q18_A_2_S","Q19_A_2_S","Q20_A_2_S","Q21_A_3_S","Q22_A_3_S","Q23_A_3_S","Q24_A_3_S","Q25_A_3_S","Q26_A_3_S","Q27_A_3_S","Q28_A_3_S","Q29_A_3_S","Q30_A_3_S","Q1_A_3_P","Q2_A_3_P","Q3_A_3_P","Q4_A_3_P","Q5_A_3_P","Q6_A_3_P","Q7_A_3_P","Q8_A_3_P","Q9_A_3_P","Q10_A_3_P","Q11_A_1_P","Q12_A_1_P","Q13_A_1_P","Q14_A_1_P","Q15_A_1_P","Q16_A_1_P","Q17_A_1_P","Q18_A_1_P","Q19_A_1_P","Q20_A_1_P","Q21_A_2_P","Q22_A_2_P","Q23_A_2_P","Q24_A_2_P","Q25_A_2_P","Q26_A_2_P","Q27_A_2_P","Q28_A_2_P","Q29_A_2_P","Q30_A_2_P","Q1_A_3_S","Q2_A_3_S","Q3_A_3_S","Q4_A_3_S","Q5_A_3_S","Q6_A_3_S","Q7_A_3_S","Q8_A_3_S","Q9_A_3_S","Q10_A_3_S","Q11_A_1_S","Q12_A_1_S","Q13_A_1_S","Q14_A_1_S","Q15_A_1_S","Q16_A_1_S","Q17_A_1_S","Q18_A_1_S","Q19_A_1_S","Q20_A_1_S","Q21_A_2_S","Q22_A_2_S","Q23_A_2_S","Q24_A_2_S","Q25_A_2_S","Q26_A_2_S","Q27_A_2_S","Q28_A_2_S","Q29_A_2_S","Q30_A_2_S","Q1_A_2_P","Q2_A_2_P","Q3_A_2_P","Q4_A_2_P","Q5_A_2_P","Q6_A_2_P","Q7_A_2_P","Q8_A_2_P","Q9_A_2_P","Q10_A_2_P","Q11_A_3_P","Q12_A_3_P","Q13_A_3_P","Q14_A_3_P","Q15_A_3_P","Q16_A_3_P","Q17_A_3_P","Q18_A_3_P","Q19_A_3_P","Q20_A_3_P","Q21_A_1_P","Q22_A_1_P","Q23_A_1_P","Q24_A_1_P","Q25_A_1_P","Q26_A_1_P","Q27_A_1_P","Q28_A_1_P","Q29_A_1_P","Q30_A_1_P","Q1_A_2_S","Q2_A_2_S","Q3_A_2_S","Q4_A_2_S","Q5_A_2_S","Q6_A_2_S","Q7_A_2_S","Q8_A_2_S","Q9_A_2_S","Q10_A_2_S","Q11_A_3_S","Q12_A_3_S","Q13_A_3_S","Q14_A_3_S","Q15_A_3_S","Q16_A_3_S","Q17_A_3_S","Q18_A_3_S","Q19_A_3_S","Q20_A_3_S","Q21_A_1_S","Q22_A_1_S","Q23_A_1_S","Q24_A_1_S","Q25_A_1_S","Q26_A_1_S","Q27_A_1_S","Q28_A_1_S","Q29_A_1_S","Q30_A_1_S","Q1_B_1_P","Q2_B_1_P","Q3_B_1_P","Q4_B_1_P","Q5_B_1_P","Q6_B_1_P","Q7_B_1_P","Q8_B_1_P","Q9_B_1_P","Q10_B_1_P","Q11_B_2_P","Q12_B_2_P","Q13_B_2_P","Q14_B_2_P","Q15_B_2_P","Q16_B_2_P","Q17_B_2_P","Q18_B_2_P","Q19_B_2_P","Q20_B_2_P","Q21_B_3_P","Q22_B_3_P","Q23_B_3_P","Q24_B_3_P","Q25_B_3_P","Q26_B_3_P","Q27_B_3_P","Q28_B_3_P","Q29_B_3_P","Q30_B_3_P","Q1_B_1_S","Q2_B_1_S","Q3_B_1_S","Q4_B_1_S","Q5_B_1_S","Q6_B_1_S","Q7_B_1_S","Q8_B_1_S","Q9_B_1_S","Q10_B_1_S","Q11_B_2_S","Q12_B_2_S","Q13_B_2_S","Q14_B_2_S","Q15_B_2_S","Q16_B_2_S","Q17_B_2_S","Q18_B_2_S","Q19_B_2_S","Q20_B_2_S","Q21_B_3_S","Q22_B_3_S","Q23_B_3_S","Q24_B_3_S","Q25_B_3_S","Q26_B_3_S","Q27_B_3_S","Q28_B_3_S","Q29_B_3_S","Q30_B_3_S","Q1_B_3_P","Q2_B_3_P","Q3_B_3_P","Q4_B_3_P","Q5_B_3_P","Q6_B_3_P","Q7_B_3_P","Q8_B_3_P","Q9_B_3_P","Q10_B_3_P","Q11_B_1_P","Q12_B_1_P","Q13_B_1_P","Q14_B_1_P","Q15_B_1_P","Q16_B_1_P","Q17_B_1_P","Q18_B_1_P","Q19_B_1_P","Q20_B_1_P","Q21_B_2_P","Q22_B_2_P","Q23_B_2_P","Q24_B_2_P","Q25_B_2_P","Q26_B_2_P","Q27_B_2_P","Q28_B_2_P","Q29_B_2_P","Q30_B_2_P","Q1_B_3_S","Q2_B_3_S","Q3_B_3_S","Q4_B_3_S","Q5_B_3_S","Q6_B_3_S","Q7_B_3_S","Q8_B_3_S","Q9_B_3_S","Q10_B_3_S","Q11_B_1_S","Q12_B_1_S","Q13_B_1_S","Q14_B_1_S","Q15_B_1_S","Q16_B_1_S","Q17_B_1_S","Q18_B_1_S","Q19_B_1_S","Q20_B_1_S","Q21_B_2_S","Q22_B_2_S","Q23_B_2_S","Q24_B_2_S","Q25_B_2_S","Q26_B_2_S","Q27_B_2_S","Q28_B_2_S","Q29_B_2_S","Q30_B_2_S","Q1_B_2_P","Q2_B_2_P","Q3_B_2_P","Q4_B_2_P","Q5_B_2_P","Q6_B_2_P","Q7_B_2_P","Q8_B_2_P","Q9_B_2_P","Q10_B_2_P","Q11_B_3_P","Q12_B_3_P","Q13_B_3_P","Q14_B_3_P","Q15_B_3_P","Q16_B_3_P","Q17_B_3_P","Q18_B_3_P","Q19_B_3_P","Q20_B_3_P","Q21_B_1_P","Q22_B_1_P","Q23_B_1_P","Q24_B_1_P","Q25_B_1_P","Q26_B_1_P","Q27_B_1_P","Q28_B_1_P","Q29_B_1_P","Q30_B_1_P","Q1_B_2_S","Q2_B_2_S","Q3_B_2_S","Q4_B_2_S","Q5_B_2_S","Q6_B_2_S","Q7_B_2_S","Q8_B_2_S","Q9_B_2_S","Q10_B_2_S","Q11_B_3_S","Q12_B_3_S","Q13_B_3_S","Q14_B_3_S","Q15_B_3_S","Q16_B_3_S","Q17_B_3_S","Q18_B_3_S","Q19_B_3_S","Q20_B_3_S","Q21_B_1_S","Q22_B_1_S","Q23_B_1_S","Q24_B_1_S","Q25_B_1_S","Q26_B_1_S","Q27_B_1_S","Q28_B_1_S","Q29_B_1_S","Q30_B_1_S","P_ID","Block","Block_Part"
"89",89,1,31,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ゴミだ","暗闇のようだ","進化中だ","太陽だ","自然災害のようだ","息苦しい","視界を覆う","火山の噴火だ","水面に映る光だ","不快だ","素敵だ","メトロノームだ","海のようだ","好みだ","仰々しい","心躍る","氷のようだ","逞ましい","軽い","マラソンだ","広い","写真だ","闇の中","耐えがたい","情熱的だ","病気だ","頭から離れない","深い","終わらない","小鳥のようだ",2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242086,2,2
"90",90,1,33,1,"臭う","暗黒である","反芻される","失せる","わからない","冷静だ","真っ白","突発的だ","きれい","生理的に寄せ付けない","元気が出る","時計のようだ","海のようだ","すばらしい","息苦しい","ワクワクしている","冷徹だ","暴力的だ","小麦粉のようだ","一寸先は闇","偉大だ","色彩鮮やかである","探求するものである","暗闇である","胸が狂おしい","悪意がある","底なしだ","漆黒だ","雌雄を決する","正しい",1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852408,1,1
"91",91,2,43,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"カチカチで不潔だ","影を落として、先が見えない","完全ではなく、再考できる","ぽかぽかとしていて、光に満ちている","前触れもなく降りかかり、背筋が凍る","沈んで重苦しい","手探りで得体の知れないものに包まれているようだ","せき止めることができない濁流のようだ","きらきらと輝き、水のように透き通っている","しっとりとしていて、肉厚だ","ひときわ目立ち、輝いて、見とれる","やがて静まり、時計の針のように、決まった拍子を奏でる","風にそよそよと揺れ、どこまでも続き、さざめいている","いろんな花をまとめた花束のように、華々しく、かぐわしい","隙がなく、窮屈で、気が休まらない","楽観的で、うきうきと、心が躍る","ひとりぼっちであり、震え、凍えるようだ","一匹狼で、気圧され、強固だ","羽根のようで、清らかで、ふんわりとしている","楽ではなく、危ういこともあり、ずっと続く","ぬくもりがある","心に深く残る","求めるものだ","静寂につつまれている","胸が張り裂けそうだ","一触即発だ","相反する","わびしい","白黒はっきりつける","心地よい",1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,3,2,1,2,1,1,3,1,2,2,1,1,1,1,1,620346,6,6
"92",92,2,45,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"しっかりしている","先が見えない","不確か","優しい","突発的","夜の闇","視界を奪う","止まる所を知らない","静な水面","潤っている","はじけるようだ","ネジ巻時計","黄金の絨毯","花畑のよう","規律正しい","運命的","冬の海のよう","一匹狼","綿菓子のようだ","エベレストに登るよう","母のよう","色あせない写真のよう","永遠の旅","大海原の舟","情熱的","悪魔的","目を離せない","静寂","白熱する","鳥のさえずりのよう",1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889649,4,4
"93",93,1,34,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"廃棄物だ","井戸のようだ","ピラミッドだ","蝋燭のようだ","デッドボールのようだ","牢獄のようだ","ベールのようだ","嵐のようだ","湖のようだ","ナマコのようだ","虹のようだ","時計のようだ","海のようだ","花のようだ","拷問のようだ","音符のようだ","冬のようだ","狼のようだ","儚い","冒険だ","永遠だ","絵画のようだ","迷路のようだ","物悲しい","エンジンのようだ","ウイルスだ","掃除機のようだ","氷のようだ","戦争だ","くすぐったい",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735912,3,3
"94",94,1,49,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"使えない","解消しない","はずれることがある","前向きである","こわい","こわい","視界を遮る","歯止めが利かない","きれいだ","乾いていない","かわいい","安定している","絵になる","品質がいい","きちんとしている","かなう","耐え難い","近寄りがたい","さらさらしている","つらい","穏やかです","きれいだ","だれにもわからない","だれにもわからない","つらい","危ない","計り知れない","静寂だ","白黒がはっきりする","気持ちが落ち着く",1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,610231,6,6
"95",95,1,45,1,"嫌な臭いだ","暗闇のようだ","ブロックのようだ","終わる","計り知れない","おだやかだ","明るい","急激だ","理想的だ","不快だ","花のようだ","メトロノームのようだ","海のようだ","薔薇のようだ","窮屈だ","ダンスのようだ","冬のようだ","けだもののようだ","シーツのようだ","航海のようだ","母親のようだ","絵画のようだ","長い旅路のようだ","孤島のようだ","真夏のようだ","流行病のようだ","磁石のようだ","氷山のようだ","戦争のようだ","秤のようだ",1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346721,1,1
"96",96,1,37,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"長いこと使われた交換寸前のものだ","希望すら蝕む","先人から受け継がれ、未来へと続いていく","走馬灯のようだ","未知数で一寸先は闇だ","憂いを帯びている","絶えず続くカーテンのようだ","神出鬼没だ","クリスタルの宝石のようだ","タラコ唇だ","常に弾けている","大きなのっぽの古時計のようだ","黄金色に輝く海原だ","品性のある香りがする","一昔前の大和撫子を見ているようだ","成就することを知っている","うずくまって震えすら覚える","歴戦の一匹狼だ","空に舞う小麦粉のようだ","前途多難だ","どこまでも続いている","まるで美術展にある絵のようだ","闇の中","自分を省みる試練だ","彼女自身を盲目にする","伝染し広がっていく","輝いている","身の毛もよだつ","逆転裁判のようだ","静かだ",1,3,1,2,2,1,2,3,2,1,1,2,2,1,2,3,3,2,2,1,1,2,2,3,3,3,1,1,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691645,3,3
"97",97,2,25,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"匂いがきつく、古びていて、かちこちだ","先が真っ暗でどんよりとしている","様々な意見と組み合わされ、構成され、成り立たない場合がある","なくなり、輝いていて、ぬくもりを感じる","想像不可能で怖いし、いきなりやってくる","音一つなく、ぴんと張りつめている","濃くて目の前の景色を遮っている","稲妻のようで、収まるまでは時間がかかる","まるでガラスのように輝き、きらきらとしている","不愉快であり、まるでたらこのようだし、濡れている","真珠のようだ","どくどくと安定して動いている","風に揺れている","うっとりとする香りだ","あまりにも丁寧すぎる","わくわくする","まるで真冬の朝のようだ","一番だ","ふわふわだ","まだまだこれからだ","広くて安心感がある","綺麗で輝いている","どれだけ考えてみても難しくて解明できない","苦しくて耐え難い","ずっと燃え上がっている","人を崩壊させ、闇へと引きずり込む","私を虜にして、忘れられない","寂しくて息が詰まる","がっつりとぶつかり合う","ほんの少し聞こえる程度で、小鳥のさえずりのようだ",1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828429,2,2
"98",98,2,25,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"がちがちになっていて、綺麗ではない","どこまでも続く長いトンネルのようだ。","不完全で、再構築される。","幸せで満ち溢れている。","急激に変化を与え、苦しむだろう","こわい","視界を完全に遮っている。","手に付けられず、どうしようもない。","キラキラとしていて、瞳に眩しささえ感じさせる。","潤っていて、柔らかそうだ。","周りまで幸せにしてくれる。","乾電池式の時計のようだ。","風に揺れ、ゆったりと、踊っているようだ。","一つの香りだけではなく、魅力の深い香りだ。","血が通っていないように感じる","甘酸っぱい初恋のようだ。","誰もいない寒い雪の世界に閉じ込められているようだ。","自立していて、おそろしさもあり、頼もしい。","ふんわりとしていて、儚さがある。","壁にぶつかり、リスクを伴い、一瞬では終わらない。","母のようだ。","ずっと忘れることができないだろう。","見つかるものだ。","本当に一人ぼっちのようだ。","幸せが少ない。","単純なものではない。","まっすぐなだけではない","何も感じることが出来ない。","勝敗を分けるものだ。","隣に居てほっとする。",1,2,1,3,1,3,1,3,3,2,3,2,2,3,2,2,2,1,1,1,2,3,1,2,3,3,3,1,1,3,775232,6,6
